110640,u02a1,88,1/19/2017
189184,u03a1,91,2/7/2017
150101,u04a1,85,2/22/2017
142327,u05a1,99,3/9/2017
166317,u06a1,52,3/24/2017
150111,u07a1,50,4/11/2017
110640,u08a1,63,4/26/2017
131080,u09a1,68,5/13/2017
135261,u10a1,63,5/28/2017
113231,u01a1,63,1/1/2017
150101,u02a1,83,1/15/2017
186878,u03a1,86,2/3/2017
108570,u04a1,50,2/18/2017
198101,u05a1,100,3/5/2017
167966,u06a1,88,3/20/2017
174383,u07a1,77,4/7/2017
119339,u08a1,65,4/22/2017
109260,u09a1,62,5/9/2017
114104,u10a1,42,5/24/2017
166055,u01a1,100,1/11/2017
184482,u02a1,71,1/25/2017
166055,u03a1,82,2/13/2017
143150,u04a1,95,2/28/2017
122892,u05a1,85,3/1/2017
126039,u06a1,79,3/16/2017
148515,u07a1,51,4/3/2017
122892,u08a1,93,4/18/2017
187491,u09a1,71,5/5/2017
149785,u10a1,57,5/20/2017
148515,u01a1,53,1/7/2017
126847,u02a1,88,1/21/2017
158762,u03a1,100,2/9/2017
135584,u04a1,79,2/24/2017
171850,u05a1,80,3/11/2017
149785,u06a1,88,3/26/2017
186946,u07a1,93,4/13/2017
109260,u08a1,73,4/28/2017
120046,u09a1,60,5/1/2017
167662,u10a1,73,5/16/2017
109260,u01a1,88,1/3/2017
127941,u02a1,86,1/17/2017
187491,u03a1,80,2/5/2017
163013,u04a1,37,2/20/2017
158762,u05a1,66,3/7/2017
108213,u06a1,81,3/22/2017
198101,u07a1,88,4/9/2017
198418,u08a1,68,4/24/2017
142327,u09a1,63,5/11/2017
104228,u10a1,47,5/26/2017
181667,u01a1,95,1/13/2017
158821,u02a1,38,1/27/2017
195134,u03a1,84,2/1/2017
119096,u04a1,88,2/16/2017
198418,u05a1,56,3/3/2017
156370,u06a1,77,3/18/2017
125686,u07a1,84,4/5/2017
135584,u08a1,66,4/20/2017
164734,u09a1,65,5/7/2017
126039,u10a1,61,5/22/2017
194255,u01a1,100,1/9/2017
122513,u02a1,83,1/23/2017
108570,u03a1,100,2/11/2017
107071,u04a1,63,2/26/2017
108570,u05a1,89,3/13/2017
120046,u06a1,68,3/28/2017
150101,u07a1,81,4/1/2017
135584,u08a1,62,4/16/2017
169069,u09a1,81,5/3/2017
111605,u10a1,60,5/18/2017
174710,u01a1,71,1/5/2017
148515,u02a1,45,1/19/2017
172602,u03a1,100,2/7/2017
185018,u04a1,52,2/22/2017
152668,u05a1,72,3/9/2017
198418,u06a1,61,3/24/2017
135500,u07a1,73,4/11/2017
143150,u08a1,83,4/26/2017
101993,u09a1,59,5/13/2017
101988,u10a1,71,5/28/2017
196871,u01a1,63,1/1/2017
120046,u02a1,89,1/15/2017
135500,u03a1,91,2/3/2017
126039,u04a1,87,2/18/2017
135610,u05a1,89,3/5/2017
157312,u06a1,72,3/20/2017
107850,u07a1,90,4/7/2017
157394,u08a1,31,4/22/2017
171850,u09a1,82,5/9/2017
180127,u10a1,88,5/24/2017
116658,u01a1,100,1/11/2017
164734,u02a1,60,1/25/2017
108213,u03a1,68,2/13/2017
169069,u04a1,66,2/28/2017
187491,u05a1,69,3/1/2017
116658,u06a1,62,3/16/2017
144384,u07a1,94,4/3/2017
186878,u08a1,56,4/18/2017
156134,u09a1,61,5/5/2017
135610,u10a1,79,5/20/2017
196871,u01a1,81,1/7/2017
175836,u02a1,71,1/21/2017
195134,u03a1,77,2/9/2017
167662,u04a1,71,2/24/2017
113231,u05a1,74,3/11/2017
133074,u06a1,85,3/26/2017
181667,u07a1,100,4/13/2017
144384,u08a1,46,4/28/2017
154951,u09a1,60,5/1/2017
176202,u10a1,70,5/16/2017
186946,u01a1,70,1/3/2017
130301,u02a1,71,1/17/2017
157394,u03a1,100,2/5/2017
152668,u04a1,59,2/20/2017
101993,u05a1,83,3/7/2017
189184,u06a1,37,3/22/2017
186878,u07a1,81,4/9/2017
181667,u08a1,87,4/24/2017
156370,u09a1,92,5/11/2017
198101,u10a1,81,5/26/2017
120046,u01a1,75,1/13/2017
104228,u02a1,71,1/27/2017
136507,u03a1,67,2/1/2017
164734,u04a1,96,2/16/2017
185401,u05a1,85,3/3/2017
108213,u06a1,84,3/18/2017
127941,u07a1,57,4/5/2017
101988,u08a1,77,4/20/2017
143150,u09a1,95,5/7/2017
156134,u10a1,34,5/22/2017
157394,u01a1,81,1/9/2017
183882,u02a1,75,1/23/2017
125686,u03a1,100,2/11/2017
128902,u04a1,56,2/26/2017
109260,u05a1,76,3/13/2017
158139,u06a1,69,3/28/2017
172602,u07a1,91,4/1/2017
183882,u08a1,87,4/16/2017
143150,u09a1,95,5/3/2017
135500,u10a1,43,5/18/2017
158821,u01a1,94,1/5/2017
119339,u02a1,92,1/19/2017
103853,u03a1,68,2/7/2017
156370,u04a1,35,2/22/2017
196871,u05a1,66,3/9/2017
139132,u06a1,75,3/24/2017
122513,u07a1,62,4/11/2017
180127,u08a1,44,4/26/2017
126039,u09a1,95,5/13/2017
148822,u10a1,42,5/28/2017
194255,u01a1,82,1/1/2017
142327,u02a1,66,1/15/2017
108213,u03a1,64,2/3/2017
120046,u04a1,63,2/18/2017
166055,u05a1,70,3/5/2017
198418,u06a1,50,3/20/2017
110640,u07a1,65,4/7/2017
168921,u08a1,78,4/22/2017
120046,u09a1,94,5/9/2017
138411,u10a1,57,5/24/2017
174556,u01a1,80,1/11/2017
183946,u02a1,95,1/25/2017
187491,u03a1,100,2/13/2017
119339,u04a1,46,2/28/2017
164734,u05a1,100,3/1/2017
128902,u06a1,57,3/16/2017
183882,u07a1,90,4/3/2017
113231,u08a1,65,4/18/2017
164734,u09a1,93,5/5/2017
189184,u10a1,88,5/20/2017
107850,u01a1,94,1/7/2017
185018,u02a1,32,1/21/2017
178988,u03a1,100,2/9/2017
126039,u04a1,37,2/24/2017
171850,u05a1,88,3/11/2017
143150,u06a1,48,3/26/2017
166055,u07a1,85,4/13/2017
118175,u08a1,95,4/28/2017
152668,u09a1,100,5/1/2017
192055,u10a1,71,5/16/2017
116658,u01a1,73,1/3/2017
139132,u02a1,80,1/17/2017
174556,u03a1,68,2/5/2017
105821,u04a1,46,2/20/2017
108570,u05a1,60,3/7/2017
148822,u06a1,66,3/22/2017
166055,u07a1,51,4/9/2017
171850,u08a1,86,4/24/2017
108213,u09a1,100,5/11/2017
171750,u10a1,41,5/26/2017
174556,u01a1,84,1/13/2017
125686,u02a1,73,1/27/2017
198101,u03a1,74,2/1/2017
183946,u04a1,67,2/16/2017
186946,u05a1,76,3/3/2017
176202,u06a1,51,3/18/2017
196293,u07a1,100,4/5/2017
108213,u08a1,56,4/20/2017
150111,u09a1,66,5/7/2017
142327,u10a1,99,5/22/2017
144384,u01a1,100,1/9/2017
116164,u02a1,64,1/23/2017
126039,u03a1,92,2/11/2017
157394,u04a1,68,2/26/2017
122892,u05a1,95,3/13/2017
142327,u06a1,87,3/28/2017
133074,u07a1,72,4/1/2017
169069,u08a1,84,4/16/2017
119339,u09a1,78,5/3/2017
107071,u10a1,59,5/18/2017
171750,u01a1,66,1/5/2017
152668,u02a1,40,1/19/2017
122892,u03a1,81,2/7/2017
105821,u04a1,77,2/22/2017
178988,u05a1,66,3/9/2017
185401,u06a1,50,3/24/2017
158821,u07a1,84,4/11/2017
198418,u08a1,86,4/26/2017
178988,u09a1,75,5/13/2017
166055,u10a1,72,5/28/2017
144384,u01a1,88,1/1/2017
119339,u02a1,80,1/15/2017
110640,u03a1,82,2/3/2017
144384,u04a1,62,2/18/2017
150101,u05a1,100,3/5/2017
174556,u06a1,30,3/20/2017
183882,u07a1,77,4/7/2017
118175,u08a1,56,4/22/2017
142327,u09a1,53,5/9/2017
178988,u10a1,72,5/24/2017
131080,u01a1,51,1/11/2017
109260,u02a1,78,1/25/2017
154951,u03a1,76,2/13/2017
119306,u04a1,53,2/28/2017
194255,u05a1,100,3/1/2017
186946,u06a1,37,3/16/2017
133074,u07a1,62,4/3/2017
133074,u08a1,67,4/18/2017
168995,u09a1,87,5/5/2017
174556,u10a1,78,5/20/2017
124093,u01a1,90,1/7/2017
157312,u02a1,77,1/21/2017
156370,u03a1,100,2/9/2017
186946,u04a1,66,2/24/2017
142327,u05a1,68,3/11/2017
144384,u06a1,77,3/26/2017
157312,u07a1,85,4/13/2017
174383,u08a1,65,4/28/2017
128902,u09a1,100,5/1/2017
171850,u10a1,91,5/16/2017
108570,u01a1,100,1/3/2017
119188,u02a1,84,1/17/2017
166055,u03a1,87,2/5/2017
165490,u04a1,79,2/20/2017
156370,u05a1,70,3/7/2017
150101,u06a1,63,3/22/2017
196293,u07a1,100,4/9/2017
108213,u08a1,95,4/24/2017
144384,u09a1,76,5/11/2017
181667,u10a1,99,5/26/2017
135610,u01a1,57,1/13/2017
196293,u02a1,77,1/27/2017
124093,u03a1,79,2/1/2017
125686,u04a1,38,2/16/2017
107071,u05a1,90,3/3/2017
135610,u06a1,53,3/18/2017
154951,u07a1,64,4/5/2017
124093,u08a1,97,4/20/2017
127941,u09a1,70,5/7/2017
101993,u10a1,82,5/22/2017
122892,u01a1,100,1/9/2017
108213,u02a1,83,1/23/2017
196293,u03a1,84,2/11/2017
119188,u04a1,83,2/26/2017
135584,u05a1,61,3/13/2017
157312,u06a1,60,3/28/2017
133074,u07a1,82,4/1/2017
183882,u08a1,92,4/16/2017
181667,u09a1,79,5/3/2017
119339,u10a1,67,5/18/2017
136507,u01a1,80,1/5/2017
116658,u02a1,71,1/19/2017
143150,u03a1,66,2/7/2017
135261,u04a1,94,2/22/2017
126847,u05a1,67,3/9/2017
104228,u06a1,38,3/24/2017
184482,u07a1,75,4/11/2017
138411,u08a1,93,4/26/2017
105821,u09a1,80,5/13/2017
101988,u10a1,75,5/28/2017
101993,u01a1,89,1/1/2017
135261,u02a1,82,1/15/2017
184482,u03a1,65,2/3/2017
101993,u04a1,84,2/18/2017
198418,u05a1,93,3/5/2017
114104,u06a1,40,3/20/2017
116289,u07a1,89,4/7/2017
133074,u08a1,60,4/22/2017
126039,u09a1,93,5/9/2017
183882,u10a1,57,5/24/2017
127941,u01a1,77,1/11/2017
167662,u02a1,83,1/25/2017
196871,u03a1,81,2/13/2017
164734,u04a1,66,2/28/2017
166317,u05a1,100,3/1/2017
181667,u06a1,65,3/16/2017
143150,u07a1,54,4/3/2017
174383,u08a1,87,4/18/2017
135610,u09a1,51,5/5/2017
158821,u10a1,43,5/20/2017
195134,u01a1,100,1/7/2017
184482,u02a1,85,1/21/2017
169069,u03a1,70,2/9/2017
119096,u04a1,64,2/24/2017
103853,u05a1,92,3/11/2017
192055,u06a1,98,3/26/2017
163013,u07a1,62,4/13/2017
108570,u08a1,69,4/28/2017
184482,u09a1,85,5/1/2017
187491,u10a1,38,5/16/2017
175836,u01a1,71,1/3/2017
122892,u02a1,57,1/17/2017
109260,u03a1,55,2/5/2017
183946,u04a1,63,2/20/2017
198101,u05a1,75,3/7/2017
169069,u06a1,35,3/22/2017
130301,u07a1,76,4/9/2017
168995,u08a1,39,4/24/2017
196871,u09a1,94,5/11/2017
131080,u10a1,75,5/26/2017
166317,u01a1,100,1/13/2017
105821,u02a1,73,1/27/2017
154951,u03a1,65,2/1/2017
196293,u04a1,37,2/16/2017
186946,u05a1,61,3/3/2017
148822,u06a1,56,3/18/2017
163013,u07a1,100,4/5/2017
183946,u08a1,45,4/20/2017
127941,u09a1,66,5/7/2017
174556,u10a1,96,5/22/2017
114104,u01a1,100,1/9/2017
108570,u02a1,56,1/23/2017
107850,u03a1,75,2/11/2017
185401,u04a1,54,2/26/2017
148515,u05a1,62,3/13/2017
120046,u06a1,54,3/28/2017
119096,u07a1,55,4/1/2017
150101,u08a1,59,4/16/2017
113231,u09a1,84,5/3/2017
138411,u10a1,57,5/18/2017
198101,u01a1,100,1/5/2017
158762,u02a1,81,1/19/2017
186946,u03a1,94,2/7/2017
136507,u04a1,66,2/22/2017
122892,u05a1,50,3/9/2017
169069,u06a1,63,3/24/2017
175836,u07a1,73,4/11/2017
130301,u08a1,80,4/26/2017
185401,u09a1,78,5/13/2017
101993,u10a1,63,5/28/2017
165490,u01a1,63,1/1/2017
166055,u02a1,38,1/15/2017
172602,u03a1,76,2/3/2017
116289,u04a1,77,2/18/2017
135500,u05a1,91,3/5/2017
111605,u06a1,82,3/20/2017
130301,u07a1,88,4/7/2017
180127,u08a1,40,4/22/2017
116164,u09a1,91,5/9/2017
126847,u10a1,53,5/24/2017
195134,u01a1,58,1/11/2017
183946,u02a1,77,1/25/2017
125686,u03a1,88,2/13/2017
174556,u04a1,73,2/28/2017
113231,u05a1,86,3/1/2017
194255,u06a1,75,3/16/2017
166055,u07a1,86,4/3/2017
127941,u08a1,82,4/18/2017
164734,u09a1,87,5/5/2017
171750,u10a1,39,5/20/2017
181667,u01a1,75,1/7/2017
104228,u02a1,61,1/21/2017
116289,u03a1,80,2/9/2017
178988,u04a1,75,2/24/2017
135500,u05a1,81,3/11/2017
158139,u06a1,42,3/26/2017
103853,u07a1,75,4/13/2017
175836,u08a1,63,4/28/2017
154951,u09a1,76,5/1/2017
113231,u10a1,82,5/16/2017
116658,u01a1,78,1/3/2017
165490,u02a1,81,1/17/2017
101988,u03a1,100,2/5/2017
101993,u04a1,73,2/20/2017
126847,u05a1,77,3/7/2017
107071,u06a1,37,3/22/2017
118175,u07a1,95,4/9/2017
119306,u08a1,78,4/24/2017
101993,u09a1,98,5/11/2017
150111,u10a1,86,5/26/2017
104228,u01a1,66,1/13/2017
133074,u02a1,81,1/27/2017
196871,u03a1,100,2/1/2017
186946,u04a1,83,2/16/2017
150101,u05a1,57,3/3/2017
135261,u06a1,89,3/18/2017
113231,u07a1,64,4/5/2017
176202,u08a1,91,4/20/2017
186878,u09a1,81,5/7/2017
190094,u10a1,40,5/22/2017
150111,u01a1,74,1/9/2017
135584,u02a1,72,1/23/2017
166317,u03a1,69,2/11/2017
169069,u04a1,60,2/26/2017
119339,u05a1,53,3/13/2017
148515,u06a1,70,3/28/2017
176202,u07a1,81,4/1/2017
192055,u08a1,97,4/16/2017
158139,u09a1,74,5/3/2017
109260,u10a1,77,5/18/2017
195134,u01a1,60,1/5/2017
101988,u02a1,61,1/19/2017
156134,u03a1,68,2/7/2017
171750,u04a1,40,2/22/2017
113231,u05a1,90,3/9/2017
166055,u06a1,35,3/24/2017
150111,u07a1,100,4/11/2017
198418,u08a1,81,4/26/2017
136507,u09a1,61,5/13/2017
102683,u10a1,31,5/28/2017
113231,u01a1,75,1/1/2017
109260,u02a1,39,1/15/2017
167966,u03a1,71,2/3/2017
124093,u04a1,83,2/18/2017
135500,u05a1,60,3/5/2017
143150,u06a1,82,3/20/2017
169069,u07a1,89,4/7/2017
138411,u08a1,84,4/22/2017
125686,u09a1,94,5/9/2017
180127,u10a1,79,5/24/2017
171750,u01a1,51,1/11/2017
122892,u02a1,64,1/25/2017
124093,u03a1,71,2/13/2017
133074,u04a1,32,2/28/2017
157312,u05a1,87,3/1/2017
118175,u06a1,68,3/16/2017
192055,u07a1,63,4/3/2017
107071,u08a1,58,4/18/2017
103853,u09a1,76,5/5/2017
127941,u10a1,98,5/20/2017
158139,u01a1,70,1/7/2017
176202,u02a1,53,1/21/2017
174556,u03a1,89,2/9/2017
119306,u04a1,77,2/24/2017
181667,u05a1,64,3/11/2017
178988,u06a1,45,3/26/2017
116658,u07a1,96,4/13/2017
103853,u08a1,69,4/28/2017
148822,u09a1,90,5/1/2017
109260,u10a1,53,5/16/2017
174556,u01a1,80,1/3/2017
119096,u02a1,71,1/17/2017
135584,u03a1,63,2/5/2017
135610,u04a1,90,2/20/2017
168921,u05a1,66,3/7/2017
102683,u06a1,97,3/22/2017
118175,u07a1,75,4/9/2017
118175,u08a1,82,4/24/2017
169261,u09a1,87,5/11/2017
116164,u10a1,34,5/26/2017
116289,u01a1,93,1/13/2017
122892,u02a1,86,1/27/2017
168995,u03a1,100,2/1/2017
148259,u04a1,65,2/16/2017
118175,u05a1,52,3/3/2017
171850,u06a1,97,3/18/2017
192055,u07a1,77,4/5/2017
135500,u08a1,76,4/20/2017
174556,u09a1,90,5/7/2017
176202,u10a1,70,5/22/2017
108570,u01a1,92,1/9/2017
108213,u02a1,34,1/23/2017
107850,u03a1,80,2/11/2017
174556,u04a1,85,2/26/2017
181667,u05a1,86,3/13/2017
110640,u06a1,54,3/28/2017
105821,u07a1,62,4/1/2017
144384,u08a1,51,4/16/2017
167966,u09a1,51,5/3/2017
195134,u10a1,79,5/18/2017
163013,u01a1,87,1/5/2017
124093,u02a1,69,1/19/2017
120046,u03a1,54,2/7/2017
154951,u04a1,68,2/22/2017
119306,u05a1,62,3/9/2017
152668,u06a1,48,3/24/2017
152668,u07a1,84,4/11/2017
136507,u08a1,83,4/26/2017
167966,u09a1,100,5/13/2017
185018,u10a1,35,5/28/2017
178988,u01a1,69,1/1/2017
158821,u02a1,67,1/15/2017
169261,u03a1,63,2/3/2017
119096,u04a1,60,2/18/2017
126847,u05a1,62,3/5/2017
113231,u06a1,76,3/20/2017
178988,u07a1,65,4/7/2017
119096,u08a1,36,4/22/2017
108213,u09a1,100,5/9/2017
127941,u10a1,81,5/24/2017
185018,u01a1,100,1/11/2017
157312,u02a1,70,1/25/2017
135500,u03a1,77,2/13/2017
180127,u04a1,32,2/28/2017
148515,u05a1,55,3/1/2017
108213,u06a1,76,3/16/2017
187491,u07a1,88,4/3/2017
148822,u08a1,44,4/18/2017
165490,u09a1,65,5/5/2017
105821,u10a1,67,5/20/2017
108570,u01a1,79,1/7/2017
136507,u02a1,92,1/21/2017
119306,u03a1,90,2/9/2017
118175,u04a1,48,2/24/2017
124093,u05a1,53,3/11/2017
168921,u06a1,64,3/26/2017
186946,u07a1,92,4/13/2017
119188,u08a1,88,4/28/2017
138411,u09a1,80,5/1/2017
102683,u10a1,82,5/16/2017
169261,u01a1,66,1/3/2017
143150,u02a1,48,1/17/2017
174556,u03a1,100,2/5/2017
150111,u04a1,36,2/20/2017
119306,u05a1,73,3/7/2017
171850,u06a1,62,3/22/2017
116164,u07a1,86,4/9/2017
126039,u08a1,61,4/24/2017
157394,u09a1,79,5/11/2017
139132,u10a1,49,5/26/2017
111605,u01a1,60,1/13/2017
101993,u02a1,61,1/27/2017
154951,u03a1,95,2/1/2017
196293,u04a1,67,2/16/2017
183946,u05a1,85,3/3/2017
119306,u06a1,77,3/18/2017
180127,u07a1,64,4/5/2017
154951,u08a1,66,4/20/2017
108570,u09a1,83,5/7/2017
142327,u10a1,76,5/22/2017
148515,u01a1,95,1/9/2017
198101,u02a1,84,1/23/2017
171850,u03a1,60,2/11/2017
149785,u04a1,41,2/26/2017
128902,u05a1,84,3/13/2017
158139,u06a1,72,3/28/2017
171750,u07a1,97,4/1/2017
119188,u08a1,74,4/16/2017
194255,u09a1,69,5/3/2017
174383,u10a1,86,5/18/2017
196293,u01a1,54,1/5/2017
135584,u02a1,54,1/19/2017
190094,u03a1,59,2/7/2017
194255,u04a1,75,2/22/2017
114104,u05a1,96,3/9/2017
166317,u06a1,87,3/24/2017
107071,u07a1,60,4/11/2017
122513,u08a1,79,4/26/2017
116164,u09a1,78,5/13/2017
113231,u10a1,43,5/28/2017
150101,u01a1,100,1/1/2017
185018,u02a1,84,1/15/2017
185401,u03a1,77,2/3/2017
171850,u04a1,74,2/18/2017
186878,u05a1,61,3/5/2017
180127,u06a1,36,3/20/2017
176202,u07a1,66,4/7/2017
120046,u08a1,37,4/22/2017
105821,u09a1,62,5/9/2017
196871,u10a1,78,5/24/2017
187491,u01a1,91,1/11/2017
131080,u02a1,69,1/25/2017
171850,u03a1,79,2/13/2017
158821,u04a1,38,2/28/2017
138411,u05a1,51,3/1/2017
168995,u06a1,89,3/16/2017
157312,u07a1,72,4/3/2017
175836,u08a1,67,4/18/2017
158821,u09a1,76,5/5/2017
135610,u10a1,90,5/20/2017
166317,u01a1,69,1/7/2017
143150,u02a1,99,1/21/2017
158821,u03a1,95,2/9/2017
168921,u04a1,63,2/24/2017
111605,u05a1,76,3/11/2017
174710,u06a1,74,3/26/2017
175836,u07a1,85,4/13/2017
150111,u08a1,34,4/28/2017
113231,u09a1,94,5/1/2017
148515,u10a1,63,5/16/2017
167662,u01a1,76,1/3/2017
198101,u02a1,51,1/17/2017
119306,u03a1,93,2/5/2017
194255,u04a1,65,2/20/2017
186946,u05a1,78,3/7/2017
102683,u06a1,46,3/22/2017
116658,u07a1,56,4/9/2017
158821,u08a1,65,4/24/2017
178988,u09a1,84,5/11/2017
130301,u10a1,67,5/26/2017
114104,u01a1,100,1/13/2017
122892,u02a1,66,1/27/2017
110640,u03a1,95,2/1/2017
125686,u04a1,74,2/16/2017
119188,u05a1,77,3/3/2017
116289,u06a1,62,3/18/2017
130301,u07a1,83,4/5/2017
192055,u08a1,81,4/20/2017
158821,u09a1,87,5/7/2017
135500,u10a1,63,5/22/2017
119188,u01a1,68,1/9/2017
169261,u02a1,40,1/23/2017
174556,u03a1,97,2/11/2017
136507,u04a1,98,2/26/2017
122892,u05a1,98,3/13/2017
158762,u06a1,44,3/28/2017
165490,u07a1,100,4/1/2017
157394,u08a1,63,4/16/2017
127941,u09a1,90,5/3/2017
168921,u10a1,84,5/18/2017
171850,u01a1,93,1/5/2017
111605,u02a1,55,1/19/2017
116658,u03a1,100,2/7/2017
184482,u04a1,80,2/22/2017
148822,u05a1,100,3/9/2017
195134,u06a1,84,3/24/2017
157312,u07a1,83,4/11/2017
110640,u08a1,87,4/26/2017
101988,u09a1,100,5/13/2017
194255,u10a1,39,5/28/2017
127941,u01a1,69,1/1/2017
120046,u02a1,88,1/15/2017
167966,u03a1,95,2/3/2017
175836,u04a1,60,2/18/2017
103853,u05a1,57,3/5/2017
116164,u06a1,69,3/20/2017
198101,u07a1,78,4/7/2017
198418,u08a1,39,4/22/2017
169069,u09a1,80,5/9/2017
135261,u10a1,77,5/24/2017
164734,u01a1,61,1/11/2017
118175,u02a1,90,1/25/2017
107850,u03a1,74,2/13/2017
156134,u04a1,73,2/28/2017
139132,u05a1,71,3/1/2017
174710,u06a1,32,3/16/2017
139132,u07a1,95,4/3/2017
171750,u08a1,90,4/18/2017
152668,u09a1,55,5/5/2017
149785,u10a1,32,5/20/2017
196293,u01a1,65,1/7/2017
143150,u02a1,73,1/21/2017
101988,u03a1,88,2/9/2017
166317,u04a1,63,2/24/2017
110640,u05a1,60,3/11/2017
149785,u06a1,35,3/26/2017
167662,u07a1,100,4/13/2017
180127,u08a1,92,4/28/2017
120046,u09a1,83,5/1/2017
108570,u10a1,52,5/16/2017
183946,u01a1,77,1/3/2017
114104,u02a1,66,1/17/2017
101993,u03a1,83,2/5/2017
116658,u04a1,96,2/20/2017
109260,u05a1,90,3/7/2017
113231,u06a1,93,3/22/2017
195134,u07a1,87,4/9/2017
198101,u08a1,74,4/24/2017
148822,u09a1,92,5/11/2017
104228,u10a1,69,5/26/2017
149785,u01a1,82,1/13/2017
196871,u02a1,85,1/27/2017
110640,u03a1,68,2/1/2017
122513,u04a1,89,2/16/2017
165490,u05a1,66,3/3/2017
108213,u06a1,68,3/18/2017
124093,u07a1,96,4/5/2017
109260,u08a1,80,4/20/2017
189184,u09a1,78,5/7/2017
110640,u10a1,77,5/22/2017
184482,u01a1,75,1/9/2017
102683,u02a1,74,1/23/2017
124093,u03a1,100,2/11/2017
110640,u04a1,97,2/26/2017
198101,u05a1,100,3/13/2017
113231,u06a1,73,3/28/2017
183946,u07a1,60,4/1/2017
158821,u08a1,72,4/16/2017
172602,u09a1,69,5/3/2017
178988,u10a1,47,5/18/2017
103853,u01a1,68,1/5/2017
127941,u02a1,53,1/19/2017
120046,u03a1,84,2/7/2017
135261,u04a1,96,2/22/2017
150111,u05a1,97,3/9/2017
157394,u06a1,86,3/24/2017
158821,u07a1,100,4/11/2017
135584,u08a1,66,4/26/2017
157394,u09a1,62,5/13/2017
196871,u10a1,79,5/28/2017
178988,u01a1,72,1/1/2017
158821,u02a1,93,1/15/2017
180127,u03a1,86,2/3/2017
198418,u04a1,80,2/18/2017
133074,u05a1,75,3/5/2017
101988,u06a1,52,3/20/2017
163013,u07a1,72,4/7/2017
158821,u08a1,76,4/22/2017
128902,u09a1,100,5/9/2017
186878,u10a1,74,5/24/2017
148822,u01a1,80,1/11/2017
102683,u02a1,72,1/25/2017
171750,u03a1,77,2/13/2017
175836,u04a1,38,2/28/2017
144384,u05a1,60,3/1/2017
126847,u06a1,81,3/16/2017
167662,u07a1,57,4/3/2017
133074,u08a1,64,4/18/2017
175836,u09a1,64,5/5/2017
148822,u10a1,79,5/20/2017
142327,u01a1,74,1/7/2017
101993,u02a1,67,1/21/2017
118175,u03a1,76,2/9/2017
126847,u04a1,39,2/24/2017
119096,u05a1,75,3/11/2017
166317,u06a1,60,3/26/2017
122892,u07a1,55,4/13/2017
185018,u08a1,67,4/28/2017
142327,u09a1,96,5/1/2017
116164,u10a1,61,5/16/2017
167662,u01a1,53,1/3/2017
184482,u02a1,38,1/17/2017
158762,u03a1,100,2/5/2017
165490,u04a1,55,2/20/2017
174383,u05a1,91,3/7/2017
176202,u06a1,59,3/22/2017
133074,u07a1,68,4/9/2017
107850,u08a1,95,4/24/2017
113231,u09a1,71,5/11/2017
138411,u10a1,75,5/26/2017
111605,u01a1,88,1/13/2017
116658,u02a1,43,1/27/2017
192055,u03a1,60,2/1/2017
196293,u04a1,80,2/16/2017
136507,u05a1,51,3/3/2017
178988,u06a1,94,3/18/2017
165490,u07a1,75,4/5/2017
166317,u08a1,67,4/20/2017
113231,u09a1,71,5/7/2017
116289,u10a1,69,5/22/2017
157394,u01a1,59,1/9/2017
126039,u02a1,67,1/23/2017
148822,u03a1,56,2/11/2017
